t_es,t_via,via,civ,cod_via,zd,sup_alt,sup_lav
Parrucchiere per Donna,Viale,SAN GIMIGNANO,10,6613,6,11.0,71.0
Parrucchiere per Uomo,Viale,SAN GIMIGNANO,10,6613,6,5.0,29.0
Parrucchiere per Donna,Viale,SAN GIMIGNANO,13,6613,6,4.0,36.0
Parrucchiere per Uomo;Parrucchiere per Donna,Viale,SAN GIMIGNANO,39,6613,6,6.0,42.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazzale,GIOVANNI DALLE BANDE NERE,6,6614,7,26.5,40.0
Parrucchiere per Uomo,Viale,PISA,18,6615,7,5.0,13.0
Acconciatore,Viale,PISA,4,6615,7,6.0,42.0
Centro Massaggi,Viale,PISA,45,6615,7,20.0,24.0
Parrucchiere per Donna,Viale,PISA,47,6615,7,3.0,41.0
Acconciatore,Viale,PISA,6,6615,7,6.0,57.0
Parrucchiere per Donna,Piazzale,SIENA,18,6616,7,34.0,34.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Piazzale,SIENA,4,6616,7,5.0,68.0
Acconciatore,Piazzale,SIENA,8,6616,7,10.0,24.0
Parrucchiere per Donna,Via,REMBRANDT,12,6618,7,4.0,12.0
Parrucchiere per Donna,Via,REMBRANDT,22,6618,7,5.0,40.0
Parrucchiere per Donna,Via,REMBRANDT,27,6618,7,11.0,25.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,REMBRANDT,47,6618,7,11.0,50.0
Parrucchiere per Donna,Via,REMBRANDT,49,6618,7,3.0,39.0
Centro Benessere,Via,REMBRANDT,56,6618,7,5.0,30.0
Parrucchiere per Uomo,Via,REMBRANDT,56,6618,7,16.0,17.0
Tipo A - Estetica Manuale,Via,REMBRANDT,56,6618,7,8.0,45.0
Parrucchiere per Donna,Via,REMBRANDT,58,6618,7,4.0,45.0
Acconciatore,Via,REMBRANDT,65,6618,7,6.0,37.0
Parrucchiere per Donna,Via,REMBRANDT,67,6618,7,4.0,24.0
Parrucchiere per Donna,Via,REMBRANDT,69,6618,7,4.0,28.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,REMBRANDT,69,6618,7,26.5,31.0
Acconciatore;Tipo A - Estetica Manuale,Via,REMBRANDT,9,6618,7,3.0,55.0
Tipo A - Estetica Manuale,Piazza,MELOZZO DA FORLI',11,6619,7,8.0,46.0
Esecuzione di Tatuaggi e Piercing,Via,DOMENICO MILLELIRE,12,6620,7,25.0,39.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DOMENICO MILLELIRE,15,6620,7,23.0,48.5
Parrucchiere per Donna,Via,DOMENICO MILLELIRE,20,6620,7,1.0,19.0
Acconciatore,Via,DOMENICO MILLELIRE,6,6620,7,4.0,35.0
Acconciatore,Via,SANTI NABORE E FELICE,1,6621,7,6.0,41.0
Acconciatore,Via,CELIO,2,6623,7,26.0,60.0
Parrucchiere per Donna,Via,CELIO,2,6623,7,31.0,35.0
Tipo A - Estetica Manuale,Via,CELIO,2,6623,7,35.0,6.0
Parrucchiere per Donna,Via,NOVARA,105,6624,7,4.0,18.0
Acconciatore,Via,NOVARA,123,6624,7,6.0,40.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,NOVARA,123,6624,7,26.5,48.5
Acconciatore,Via,NOVARA,139,6624,7,6.0,63.0
Centro Massaggi,Via,NOVARA,139,6624,7,14.0,42.0
Parrucchiere per Donna,Via,NOVARA,141,6624,7,4.0,18.0
Acconciatore,Via,NOVARA,15,6624,7,6.0,50.0
Parrucchiere per Uomo,Piazza,CARLO AMATI,1,6629,7,4.0,13.0
Parrucchiere per Donna,Via,DOMOKOS,4,6630,7,4.0,26.0
Parrucchiere per Donna,Via,EDOARDO CHINOTTO,32,6631,7,4.0,31.0
Parrucchiere per Uomo,Piazzale,GIUSEPPE PERRUCCHETTI,1,6632,7,5.0,20.5
Tipo A - Estetica Manuale,Via,TOMMASO GULLI,54,6634,7,8.0,45.0
Acconciatore,Via,GIAN PIETRO PURICELLI,2,6636,7,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIAN PIETRO PURICELLI,2,6636,7,26.5,48.5
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,GIAN PIETRO PURICELLI,4,6636,7,4.0,50.0
Esecuzione di Tatuaggi e Piercing,Via,DELLE FORZE ARMATE,105,6643,7,25.0,39.0
Parrucchiere per Donna,Via,DELLE FORZE ARMATE,105,6643,7,4.0,31.0
Tipo A - Estetica Manuale,Via,DELLE FORZE ARMATE,105,6643,7,8.0,45.0
Parrucchiere per Uomo,Via,DELLE FORZE ARMATE,165,6643,7,5.0,20.5
Parrucchiere per Uomo,Via,DELLE FORZE ARMATE,196,6643,7,5.0,12.0
Tipo A - Estetica Manuale,Via,DELLE FORZE ARMATE,197,6643,7,8.0,45.0
Acconciatore,Via,DELLE FORZE ARMATE,232,6643,7,6.0,36.0
Acconciatore,Via,DELLE FORZE ARMATE,234,6643,7,6.0,28.0
Parrucchiere per Uomo,Via,DELLE FORZE ARMATE,246,6643,7,5.0,49.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLE FORZE ARMATE,260,6643,7,26.5,40.0
Acconciatore,Via,DELLE FORZE ARMATE,3,6643,7,6.0,36.0
Acconciatore,Via,DELLE FORZE ARMATE,326,6643,7,6.0,37.0
Parrucchiere per Uomo,Via,DELLE FORZE ARMATE,328,6643,7,5.0,15.0
Parrucchiere per Donna;Parrucchiere per Uomo,Via,DELLE FORZE ARMATE,333,6643,7,5.0,19.0
Parrucchiere per Donna,Via,DELLE FORZE ARMATE,376,6643,7,4.0,31.0
Tipo A - Estetica Manuale,Via,DELLE FORZE ARMATE,395,6643,7,8.0,35.0
Acconciatore,Via,DELLE FORZE ARMATE,407,6643,7,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLE FORZE ARMATE,41,6643,7,26.5,48.5
Acconciatore,Via,DELLE FORZE ARMATE,410,6643,7,4.0,32.0
Parrucchiere per Donna,Via,DELLE FORZE ARMATE,43,6643,7,4.0,24.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLE FORZE ARMATE,7,6643,7,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLE FORZE ARMATE,73,6643,7,26.5,48.5
Parrucchiere per Uomo,Via,FRANCESCO PRIMATICCIO,182,6646,6,5.0,15.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,FRANCESCO PRIMATICCIO,196,6646,7,11.0,28.0
Acconciatore,Via,FRANCESCO PRIMATICCIO,2,6646,6,6.0,37.0
Parrucchiere per Donna,Via,FRANCESCO PRIMATICCIO,32,6646,6,7.0,24.0
Parrucchiere per Donna,Via,FRANCESCO PRIMATICCIO,34,6646,6,4.0,31.0
Tipo A - Estetica Manuale,Via,FRANCESCO PRIMATICCIO,34,6646,6,8.0,32.0
Parrucchiere per Uomo,Via,VINCENZO GIORDANO ORSINI,16,6648,7,10.0,22.0
Acconciatore,Via,VINCENZO GIORDANO ORSINI,2,6648,7,6.0,40.0
Centro Benessere,Viale,LEGIONI ROMANE,55,6649,6,5.0,25.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,LEGIONI ROMANE,65,6649,6,26.5,48.5
Parrucchiere per Donna,Via,PANTIGLIATE,11,6651,6,4.0,32.0
Parrucchiere per Donna,Piazza,LIONELLO BETTINI,5,6653,7,4.0,32.0
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Via,DELLA CAPINERA,5,6659,6,16.0,68.0
Parrucchiere per Donna,Via,DELLA CAPINERA,5,6659,6,4.0,30.0
Parrucchiere per Donna,Via,DELL'ALLODOLA,16,6660,6,21.0,27.0
Acconciatore,Via,GIUSEPPE CAROZZI,18,6661,6,2.0,35.0
Parrucchiere per Donna,Via,VAL BAVONA,3,6664,6,2.0,29.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,SIMONE SAINT BON,2,6670,7,6.0,16.0
Parrucchiere per Uomo,Via,SIMONE SAINT BON,5,6670,7,5.0,23.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,ANGELO INGANNI,2,6672,6,6.0,20.0
Acconciatore,Via,ANGELO INGANNI,27,6672,6,6.0,64.0
Parrucchiere per Donna,Via,ANGELO INGANNI,48,6672,6,4.0,35.0
Acconciatore,Via,ANGELO INGANNI,54,6672,6,6.0,27.0
Parrucchiere per Donna,Via,ANGELO INGANNI,64,6672,6,4.0,31.0
Parrucchiere per Donna,Via,ANGELO INGANNI,7,6672,6,10.0,18.0
Parrucchiere per Donna,Via,ANGELO INGANNI,77,6672,6,4.0,62.0
Acconciatore,Via,ANGELO INGANNI,83,6672,6,7.0,28.0
Tipo A - Estetica Manuale,Via,ARZAGA,11,6674,6,8.0,45.0
Parrucchiere per Donna,Via,ARZAGA,24,6674,6,23.0,31.0
Parrucchiere per Donna,Via,LUIGI SODERINI,25,6675,6,3.0,25.0
Parrucchiere per Uomo,Via,LUIGI SODERINI,55,6675,6,5.0,56.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,LUIGI SODERINI,9,6675,6,6.0,31.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LUIGI SODERINI,9,6675,6,2.0,25.0
Parrucchiere per Uomo,Via,FEZZAN,2,6677,6,8.0,21.0
Tipo A - Estetica Manuale,Via,FEZZAN,9,6677,6,8.0,45.0
Parrucchiere per Donna,Via,CASCINA BAROCCO,4,6695,7,4.0,27.0
Centro Massaggi,Via,CASCINA BAROCCO,9,6695,7,14.0,39.0
Parrucchiere per Donna,Via,CASCINA BAROCCO,9,6695,7,32.0,48.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,DEI FIORDALISI,4,6710,6,6.0,32.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DEI FIORDALISI,4,6710,6,26.5,48.5
Parrucchiere per Uomo,Via,DEI BIANCOSPINI,12,6711,6,5.0,17.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DEI BIANCOSPINI,12,6711,6,26.5,59.0
Parrucchiere per Donna,Via,DEI BIANCOSPINI,3,6711,6,10.0,25.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DEI TULIPANI,16,6713,6,20.0,110.0
Acconciatore,Via,DEI TULIPANI,2,6713,6,6.0,40.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,DEI TULIPANI,3,6713,6,2.5,32.0
Parrucchiere per Donna,Via,DELLE PRIMULE,1,6716,6,3.0,40.0
Parrucchiere per Donna,Via,FRATELLI ZANZOTTERA,8,6733,7,4.0,40.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LAMPUGNANO,175,6737,8,16.5,58.0
Tipo A - Estetica Manuale,Via,FRATELLI BEOLCHI,15,6738,8,8.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CASCINA BELLARIA,19,6744,7,26.5,48.5
Parrucchiere per Donna,Via,VAL D'INTELVI,24,6752,7,4.0,58.0
Parrucchiere per Donna,Via,BENEDETTO DIOTTI,59,6753,7,4.0,12.0
Parrucchiere per Donna,Via,ALESSANDRO SCANINI,15,6755,7,10.0,30.0
Parrucchiere per Uomo,Via,FRANCESCO RISMONDO,1,6756,7,5.0,55.0
Acconciatore,Via,FRANCESCO RISMONDO,110,6756,7,2.0,17.0
Acconciatore,Via,FRANCESCO RISMONDO,17,6756,7,6.0,37.0
Parrucchiere per Donna,Via,FRANCESCO RISMONDO,2,6756,7,4.0,30.0
Parrucchiere per Donna,Via,FRANCESCO RISMONDO,30,6756,7,6.0,36.0
Parrucchiere per Donna,Via,FRANCESCO RISMONDO,5,6756,7,3.0,12.0
Parrucchiere per Uomo,Via,FRANCESCO RISMONDO,72,6756,7,5.0,20.5
Parrucchiere per Donna,Via,FRANCESCO RISMONDO,9,6756,7,4.0,31.0
Acconciatore,Via,CAPRI,21,6761,7,6.0,37.0
Parrucchiere per Uomo,Via,GABRIELE CAMOZZI,1,6769,7,5.0,18.0
Tipo A - Estetica Manuale,Via,CESARE FACCIOLI,2,6772,7,8.0,50.0
Acconciatore,Via,BARTOLOMEO CABELLA,21,6778,7,16.0,24.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,BARTOLOMEO CABELLA,56,6778,7,4.0,48.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BARTOLOMEO CABELLA,56,6778,7,26.5,48.5
Parrucchiere per Donna,Via,BARTOLOMEO CABELLA,9A,6778,7,4.0,40.0
Parrucchiere per Donna,Via,ANSELMO DA BAGGIO,10,6782,7,4.0,23.0
Centro Massaggi,Via,ANSELMO DA BAGGIO,63,6782,7,14.0,38.0
Parrucchiere per Donna,Via,ANSELMO DA BAGGIO,63,6782,7,4.0,33.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CUSAGO,5,6785,7,16.5,34.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANTONIO MOSCA,178,6788,7,20.0,70.0
Parrucchiere per Uomo,Via,ANTONIO MOSCA,187,6788,7,5.0,20.5
Acconciatore,Via,BENOZZO GOZZOLI,130,6789,7,6.0,45.0
Parrucchiere per Uomo,Via,VALLE ISORNO,8,6792,7,5.0,20.5
Tipo A - Estetica Manuale,Via,DEL PASSERO,3,6801,6,8.0,45.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,VALLE ANTRONA,1,6807,7,12.5,50.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DEI BENEDETTINI,14,6813,6,26.5,25.0
Parrucchiere per Donna,Via,AMBROGIO ALCIATI,15,6814,6,3.0,28.0
Parrucchiere per Uomo,Via,POMPEO NERI,2,6817,6,5.0,20.5
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Via,DELLE BETULLE,34,6828,7,16.0,68.0
Parrucchiere per Uomo,Via,DELLE BETULLE,6A,6828,7,5.0,23.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLE BETULLE,8,6828,7,20.0,70.0
Parrucchiere per Donna,Via,DELLE BETULLE,8B,6828,7,4.0,40.0
Parrucchiere per Donna,Via,PIO SECONDO,3,6832,7,4.0,61.0
Parrucchiere per Uomo,Via,LUDOVICO CAVALERI,1,6845,6,5.0,20.5
Parrucchiere per Donna,Via,CARLO ANTONIO CARLONE,4,6846,6,4.0,31.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,GIULIO NATTA,20,6860,8,11.0,50.0
Acconciatore,Via,MILLY CARLA MIGNONE,5,6871,7,6.0,37.0
Tipo A - Estetica Manuale,Via,PIETRO PALEOCAPA,1,706,1,8.0,45.0
Parrucchiere per Donna,Via,PAOLO LOMAZZO,13,7079,8,4.0,37.0
Tipo A - Estetica Manuale,Via,PAOLO LOMAZZO,15,7079,8,8.0,39.0
Parrucchiere per Uomo,Via,PAOLO LOMAZZO,16,7079,8,5.0,18.0
Parrucchiere per Donna,Via,PAOLO LOMAZZO,2,7079,1,4.0,31.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,PAOLO LOMAZZO,45,7079,8,13.0,40.0
Acconciatore,Via,PAOLO LOMAZZO,6,7079,8,6.0,50.0
Acconciatore,Via,RIVOLI,2,7080,1,6.0,40.0
Tipo A - Estetica Manuale,Via,LEGNANO,6,7082,1,8.0,45.0
Parrucchiere per Donna,Piazzale,BIANCAMANO,2,7083,1,6.0,32.0
Parrucchiere per Uomo,Piazza,LEGA LOMBARDA,5,7084,1,5.0,20.5
Acconciatore,Foro,BUONAPARTE,55,711,1,6.0,37.0
Acconciatore,Foro,BUONAPARTE,63,711,1,6.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Foro,BUONAPARTE,71,711,1,26.5,21.0
Parrucchiere per Donna,Foro,BUONAPARTE,74,711,1,22.0,48.0
Parrucchiere per Donna,Via,AGOSTINO BERTANI,14,7112,1,4.0,31.0
Parrucchiere per Donna,Via,CESARE CESARIANO,11,7113,1,4.0,56.0
Acconciatore,Via,CESARE CESARIANO,8,7113,1,6.0,30.0
Parrucchiere per Donna,Via,CESARE CESARIANO,9,7113,1,4.0,35.0
Tipo A - Estetica Manuale,Via,DOMENICO BALESTRIERI,5,7116,1,8.0,45.0
Parrucchiere per Uomo,Via,DOMENICO BALESTRIERI,8,7116,1,5.0,10.0
Parrucchiere per Uomo,Via,TIVOLI,8,712,1,5.0,20.0
Parrucchiere per Uomo,Via,LUIGI CANONICA,13,7121,1,8.0,26.0
Tipo A - Estetica Manuale,Via,LUIGI CANONICA,24,7121,1,8.0,48.0
Acconciatore,Via,LUIGI CANONICA,59,7121,1,2.0,48.0
Tipo A - Estetica Manuale,Via,LUIGI CANONICA,91,7121,8,6.0,17.0
Parrucchiere per Donna,Via,BRAMANTE,14,7123,1,4.0,16.0
Parrucchiere per Donna,Via,BRAMANTE,7,7123,1,4.0,34.0
Acconciatore,Viale,MONTELLO,18,7126,1,6.0,37.0
Tipo A - Estetica Manuale,Viale,MONTELLO,18,7126,1,8.0,50.0
Acconciatore,Viale,MONTELLO,5,7126,1,6.0,29.0
Parrucchiere per Uomo,Via,GIUSEPPE GIUSTI,28,7127,1,5.0,20.0
Parrucchiere per Donna,Via,BRACCIO DA MONTONE,2,7128,1,4.0,31.0
Centro Massaggi,Via,GIOVANNI BATTISTA NICCOLINI,16,7129,1,14.0,42.0
Parrucchiere per Donna,Via,GIOVANNI BATTISTA NICCOLINI,25,7129,8,16.0,18.0
Parrucchiere per Donna,Via,DELLE ERBE,1,713,1,4.0,31.0
Parrucchiere per Donna,Via,GIORDANO BRUNO,6,7130,1,4.0,18.0
Centro Benessere;Centro Massaggi,Via,MORAZZONE,8,7131,1,28.0,12.0
Parrucchiere per Donna,Via,ANTONIO ROSMINI,1A,7132,1,4.0,20.0
Tipo A - Estetica Manuale,Via,ANTONIO ROSMINI,6,7132,1,8.0,45.0
Parrucchiere per Donna,Via,ANTONIO ROSMINI,7,7132,1,4.0,35.0
Tipo A - Estetica Manuale,Via,GIUSEPPE PRINA,15,7135,8,8.0,45.0
Parrucchiere per Donna,Via,GIUSEPPE PRINA,2A,7135,8,4.0,30.0
Tipo A - Estetica Manuale;Parrucchiere per Donna,Via,GIUSEPPE PRINA,4,7135,8,37.0,58.0
Parrucchiere per Donna,Via,PIETRO MOSCATI,20,7136,1,4.0,24.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SEMPIONE,10,7137,1,15.0,95.0
Parrucchiere per Donna,Corso,SEMPIONE,102,7137,8,4.0,20.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SEMPIONE,102,7137,8,26.5,45.0
Acconciatore;Tipo A - Estetica Manuale,Corso,SEMPIONE,65,7137,8,3.0,55.0
Acconciatore;Tipo A - Estetica Manuale,Corso,SEMPIONE,71,7137,8,3.0,55.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SEMPIONE,75,7137,8,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ABBONDIO SANGIORGIO,2,7138,1,26.5,48.5
Tipo A - Estetica Manuale,Via,ARCO,1,714,1,8.0,50.0
Parrucchiere per Uomo,Via,GIOVANNI GHERARDINI,2,7140,1,2.0,27.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI GHERARDINI,2,7140,1,26.5,48.5
Acconciatore,Piazza,DEI VOLONTARI,3,7143,1,6.0,53.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FRANCESCO FERRUCCI,11,7150,8,26.5,48.5
Parrucchiere per Donna,Via,FRANCESCO FERRUCCI,22,7150,8,4.0,29.0
Acconciatore,Via,GIOVANNI DA PROCIDA,28,7151,8,2.0,37.0
Acconciatore,Via,GIOVANNI DA PROCIDA,5,7151,8,6.0,34.0
Acconciatore,Via,GIOVANNI DA PROCIDA,7,7151,8,6.0,37.0
Parrucchiere per Donna,Via,MARCO ULPIO TRAIANO,11,7157,8,4.0,52.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,MARCO ULPIO TRAIANO,11,7157,8,2.5,55.0
Acconciatore;Tipo A - Estetica Manuale,Via,MARCO ULPIO TRAIANO,50,7157,8,3.0,55.0
Centro Massaggi,Via,MARCO ULPIO TRAIANO,58,7157,8,14.0,42.0
Parrucchiere per Donna,Via,MARCO ULPIO TRAIANO,62,7157,8,4.0,34.0
Acconciatore,Via,MARCO ULPIO TRAIANO,64,7157,8,6.0,55.0
Tipo A - Estetica Manuale,Via,MARCO ULPIO TRAIANO,64,7157,8,8.0,86.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,MARCANTONIO COLONNA,10,7158,8,26.5,48.5
Parrucchiere per Uomo,Viale,TEODORICO,4,7160,8,5.0,20.0
Parrucchiere per Uomo,Via,RUGGERO DI LAURIA,15,7163,8,10.0,17.0
Parrucchiere per Donna;Parrucchiere per Uomo,Via,RUGGERO DI LAURIA,20,7163,8,5.0,54.0
Parrucchiere per Donna,Piazzale,DAMIANO CHIESA,11,7164,8,4.0,20.0
Parrucchiere per Uomo,Via,ALCUINO,16,7165,8,5.0,28.0
Parrucchiere per Donna,Via,ALCUINO,18,7165,8,4.0,45.0
Centro Massaggi,Via,ALCUINO,7,7165,8,14.0,42.0
Tipo A - Estetica Manuale,Via,LEON BATTISTA ALBERTI,6,7167,8,8.0,60.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LEON BATTISTA ALBERTI,8,7167,8,16.5,58.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,EMANUELE FILIBERTO,13,7168,8,26.5,48.5
Parrucchiere per Uomo,Via,EMANUELE FILIBERTO,4,7168,8,5.0,35.0
Parrucchiere per Donna,Via,MERCATO,10,717,1,4.0,25.0
Parrucchiere per Donna,Viale,CERTOSA,115,7174,8,4.0,50.0
Acconciatore,Viale,CERTOSA,121,7174,8,6.0,37.0
Tipo A - Estetica Manuale,Viale,CERTOSA,121,7174,8,8.0,45.0
Centro Massaggi,Viale,CERTOSA,139,7174,8,11.0,55.0
Tipo A - Estetica Manuale,Viale,CERTOSA,180,7174,8,2.0,43.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,CERTOSA,21A,7174,8,26.5,48.5
Acconciatore;Tipo A - Estetica Manuale,Viale,CERTOSA,236,7174,8,3.0,55.0
Parrucchiere per Uomo,Viale,CERTOSA,246,7174,8,15.0,18.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Viale,CERTOSA,27,7174,8,21.0,40.0
Parrucchiere per Donna,Viale,CERTOSA,273,7174,8,4.0,31.0
Parrucchiere per Donna,Viale,CERTOSA,277,7174,8,4.0,31.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Viale,CERTOSA,290,7174,8,13.0,18.0
Acconciatore,Viale,CERTOSA,36,7174,8,6.0,45.0
Parrucchiere per Donna,Viale,CERTOSA,41,7174,8,4.0,72.0
Tipo A - Estetica Manuale,Viale,CERTOSA,41,7174,8,8.0,48.0
Parrucchiere per Uomo,Viale,CERTOSA,45,7174,8,5.0,20.5
Parrucchiere per Uomo,Viale,CERTOSA,60,7174,8,5.0,31.0
Acconciatore,Viale,MONTE CENERI,14,7176,8,3.0,28.0
Parrucchiere per Donna,Viale,MONTE CENERI,14,7176,8,4.0,35.0
Acconciatore,Viale,MONTE CENERI,34,7176,8,6.0,34.0
Acconciatore,Viale,MONTE CENERI,36,7176,8,6.0,34.0
Tipo A - Estetica Manuale,Viale,MONTE CENERI,71,7176,8,8.0,35.0
Acconciatore,Via,GIOVANNI ANTONIO PLANA,2,7177,8,6.0,38.0
Acconciatore,Via,GIOVANNI ANTONIO PLANA,23,7177,8,6.0,36.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,GIOVANNI ANTONIO PLANA,26,7177,8,2.5,54.0
Acconciatore,Via,GIOVANNI ANTONIO PLANA,32,7177,8,4.0,35.0
Parrucchiere per Donna,Via,GIOVANNI ANTONIO PLANA,49,7177,8,4.0,38.0
Centro Massaggi,Via,GIUSEPPE ARIMONDI,1,7179,8,14.0,30.0
Acconciatore,Via,GIUSEPPE ARIMONDI,11,7179,8,6.0,37.0
Acconciatore;Tipo A - Estetica Manuale,Via,PONTE VETERO,10,718,1,3.0,111.0
Acconciatore,Via,MONTE GENEROSO,53,7180,8,6.0,70.0
Parrucchiere per Donna,Via,FRANCESCO CARACCIOLO,92,7182,8,4.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CENISIO,10,7184,8,26.5,48.5
Centro Massaggi,Via,CENISIO,14,7184,8,14.0,50.0
Parrucchiere per Donna,Via,CENISIO,23,7184,8,6.0,81.0
Centro Massaggi,Via,CENISIO,36,7184,8,14.0,35.0
Acconciatore;Tipo A - Estetica Manuale,Via,CENISIO,37,7184,8,3.0,55.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,CENISIO,40,7184,8,6.0,40.0
Parrucchiere per Donna,Via,CENISIO,42,7184,8,4.0,26.0
Parrucchiere per Donna,Via,CENISIO,53,7184,8,4.0,92.0
Acconciatore,Via,CENISIO,61,7184,8,6.0,36.0
Parrucchiere per Donna,Via,CENISIO,62,7184,8,3.0,41.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale,Via,CENISIO,8,7184,8,10.0,66.0
Acconciatore,Via,CENISIO,83,7184,8,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CENISIO,87,7184,8,26.5,48.5
Acconciatore;Tipo A - Estetica Manuale,Via,EZIO BIONDI,1,7186,8,3.0,60.0
Parrucchiere per Donna,Via,EZIO BIONDI,5,7186,8,12.0,17.0
Parrucchiere per Donna,Via,PIERO DELLA FRANCESCA,22,7188,8,4.0,31.0
Parrucchiere per Donna,Via,PIERO DELLA FRANCESCA,38,7188,8,4.0,31.0
Parrucchiere per Donna,Via,PIERO DELLA FRANCESCA,51,7188,8,2.0,24.0
Acconciatore,Via,PIERO DELLA FRANCESCA,54,7188,8,13.0,30.0
Parrucchiere per Uomo,Via,PIERO DELLA FRANCESCA,74,7188,8,5.0,24.0
Acconciatore,Via,CUSANI,7,719,1,6.0,56.0
Acconciatore;Tipo A - Estetica Manuale,Via,LOSANNA,14,7190,8,3.0,19.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,LOSANNA,36,7190,8,6.0,34.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LOSANNA,5,7190,8,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI BATTISTA FAUCHE',1,7192,8,26.5,77.0
Acconciatore,Via,GIOVANNI BATTISTA FAUCHE',24,7192,8,6.0,25.0
